,Customer ID,Referred a Friend,Number of Referrals,Tenure in Months,Offer,Phone Service,Avg Monthly Long Distance Charges,Multiple Lines,Internet Service,Internet Type,Avg Monthly GB Download,Online Security,Online Backup,Device Protection Plan,Premium Tech Support,Streaming TV,Streaming Movies,Streaming Music,Unlimited Data,Contract,Paperless Billing,Payment Method,Monthly Charge,Total Regular Charges,Total Refunds,Total Extra Data Charges,Total Long Distance Charges,Gender,Age,Under 30,Senior Citizen,Married,Dependents,Number of Dependents,City,Zip Code,Latitude,Longitude,Population,Churn Value,CLTV,Churn Type,Churn Reason,Total Customer Svc Requests,Product/Service Issues Reported,Customer Satisfaction
1269,3276-HDUEG,0,0,1,5,1,32.86,1,1,2,64,0,0,0,0,0,0,0,0,0,1,2,78.052,75.05,0.0,0.0,32.86,1,23,1,0,0,0,0,Temecula,92592,33.507255,-117.029473,46171,1,4838,Competitor,Competitor made better offer,8,0,0
1270,0822-GAVAP,0,0,2,5,0,0.0,0,1,3,84,0,0,0,0,0,1,1,0,0,1,0,36.088,62.25,0.0,52.0,0.0,1,19,1,0,0,0,0,Posey,93260,35.861928,-118.636698,266,1,3146,Competitor,Competitor made better offer,3,0,1
1271,1448-PWKYE,1,1,1,5,1,35.71,0,1,1,3,0,0,0,0,0,1,1,0,0,0,0,83.2,80.0,0.0,0.0,35.71,0,48,0,0,1,0,0,Shafter,93263,35.490705,-119.286833,15177,1,2046,Competitor,Competitor had better devices,3,3,1
1272,2276-YDAVZ,0,0,3,5,1,26.52,1,1,2,11,0,0,0,0,0,0,0,0,0,1,1,78.104,270.7,0.0,30.0,79.56,1,63,0,0,0,0,0,San Diego,92129,32.961064,-117.134917,47224,1,4965,Competitor,Competitor made better offer,6,1,0
1273,5896-NPFWW,1,1,3,0,1,13.54,0,1,3,56,0,0,1,0,0,0,0,1,0,1,0,52.156,168.15,0.0,0.0,40.62,0,23,1,0,1,0,0,San Diego,92129,32.961064,-117.134917,47224,1,3273,Competitor,Competitor made better offer,2,0,0
1274,7133-VBDCG,0,0,25,3,1,26.81,0,1,1,13,1,1,0,0,0,0,0,0,0,1,0,83.044,2015.35,0.0,262.0,670.25,1,54,0,0,0,0,0,San Diego,92129,32.961064,-117.134917,47224,1,4535,Competitor,Competitor made better offer,2,0,2
1275,1029-QFBEN,0,0,1,0,1,38.44,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,19.55,19.55,0.0,0.0,38.44,0,27,1,0,0,0,0,San Diego,92129,32.961064,-117.134917,47224,1,3556,Competitor,Competitor made better offer,3,0,0
1276,4952-YSOGZ,1,1,4,0,1,4.14,1,1,1,33,0,0,0,0,0,1,1,1,0,1,0,89.388,381.3,0.0,12.58,16.56,1,48,0,0,1,0,0,San Diego,92129,32.961064,-117.134917,47224,1,5640,Competitor,Competitor made better offer,2,0,0
1277,1589-AGTLK,0,0,3,0,1,36.48,0,1,3,65,0,0,0,0,0,0,0,0,0,1,0,47.164,141.5,0.0,92.0,109.44,0,26,1,0,0,0,0,San Diego,92129,32.961064,-117.134917,47224,1,2450,Other,Don't know,5,0,0
1278,6439-GTPCA,0,0,45,0,1,4.48,1,1,3,56,0,0,1,1,0,0,0,0,0,1,0,90.74,3941.7,0.0,2207.0,201.6,1,29,1,0,0,0,0,San Diego,92129,32.961064,-117.134917,47224,1,5269,Competitor,Competitor made better offer,2,0,0
1279,5138-WVKYJ,0,0,10,4,1,27.57,1,1,2,14,1,0,0,0,1,1,1,1,0,0,0,102.492,1008.55,0.0,0.0,275.7,0,51,0,0,0,0,0,San Diego,92129,32.961064,-117.134917,47224,1,3658,Competitor,Competitor made better offer,4,0,0
1280,2189-WWOEW,0,0,15,0,1,24.63,0,1,3,14,0,1,0,0,0,1,1,0,0,1,0,89.336,1269.55,0.0,178.0,369.45,1,37,0,0,0,0,0,Keene,93531,35.214982,-118.59049,1436,1,3579,Other,Don't know,2,0,3
1281,1894-IGFSG,0,0,22,0,1,18.01,0,1,3,2,0,0,0,0,1,1,1,1,0,0,0,92.82,1907.85,0.0,0.0,396.22,1,38,0,0,0,0,0,Lancaster,93535,34.712708,-117.889656,57794,1,3161,Competitor,Competitor had better devices,2,2,0
1282,7379-POKDZ,1,1,3,0,1,26.71,0,1,3,12,0,0,0,0,0,0,0,0,0,1,0,73.112,208.85,0.0,25.0,80.13,0,31,0,0,1,0,0,Lancaster,93536,34.741406,-118.38111,49309,1,3038,Competitor,Competitor had better devices,1,4,0
1283,0236-HFWSV,0,0,15,0,1,48.93,1,1,3,16,0,0,0,0,1,1,1,0,0,1,0,97.084,1444.65,0.0,231.0,733.95,0,49,0,0,0,0,0,Palmdale,93552,34.557711,-118.029441,25370,1,5264,Competitor,Competitor had better devices,1,1,1
1284,3900-AQPHZ,0,0,1,0,1,49.51,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,19.9,19.9,0.0,0.0,49.51,1,45,0,0,0,0,0,Pearblossom,93553,34.445239,-117.894868,1613,1,4248,Attitude,Attitude of support person,2,0,0
1285,5842-POCOP,1,1,5,0,1,41.57,0,1,2,30,1,0,1,0,0,1,1,0,0,1,2,92.456,454.15,0.0,136.0,207.85,1,37,0,0,1,0,0,Randsburg,93554,35.405722,-117.773354,117,1,4356,Competitor,Competitor offered higher download speeds,0,0,0
1286,2037-XJFUP,1,1,33,3,1,41.8,0,1,2,45,0,0,1,0,1,1,1,0,1,1,0,99.632,3036.75,0.0,1367.0,1379.4,0,24,1,0,1,0,0,Temecula,92592,33.507255,-117.029473,46171,1,4161,Competitor,Competitor made better offer,0,0,0
1287,7314-OXENN,0,0,2,0,1,41.18,1,1,3,15,0,1,0,0,0,0,0,1,0,1,0,85.28,184.65,0.0,0.0,82.36,0,42,0,0,0,0,0,Temecula,92592,33.507255,-117.029473,46171,1,3051,Competitor,Competitor made better offer,6,0,0
1288,0322-CHQRU,0,0,2,0,1,25.49,0,1,3,10,0,0,0,0,0,0,0,0,0,0,0,47.164,89.5,0.0,9.0,50.98,0,63,0,0,0,0,0,Palmdale,93591,34.598221,-117.79593,6787,1,3478,Competitor,Competitor had better devices,3,1,0
1289,4678-DVQEO,0,0,1,0,1,34.04,0,1,3,25,0,0,0,1,0,0,0,1,0,1,0,54.288,52.2,0.0,0.0,34.04,1,41,0,0,0,0,0,Bass Lake,93604,37.458367,-119.345011,613,1,4138,Competitor,Competitor made better offer,3,1,1
1290,3009-JWMPU,0,0,62,2,1,22.64,1,1,2,10,0,0,1,0,1,1,1,0,1,1,0,100.62,6125.4,0.0,613.0,1403.68,0,58,0,0,0,0,0,Five Points,93624,36.397745,-120.119911,1852,1,5016,Attitude,Attitude of service provider,2,0,2
1291,1450-GALXR,0,0,10,0,1,14.53,1,1,3,33,0,0,0,1,1,1,1,0,0,1,0,102.44,1058.25,0.0,349.0,145.3,1,33,0,0,0,0,0,Friant,93626,37.027663,-119.69056,1125,1,5184,Competitor,Competitor had better devices,2,1,1
1292,3138-BKYAV,0,0,6,0,1,11.97,0,1,3,30,0,1,0,0,1,0,0,1,0,1,0,88.764,489.45,0.0,0.0,71.82,0,61,0,0,0,0,0,Kerman,93630,36.727418,-120.123526,14062,1,4694,Attitude,Attitude of service provider,4,0,0
1293,4289-DTDKW,1,1,40,2,1,22.56,1,1,1,4,0,1,0,0,1,1,1,1,0,1,0,105.352,4113.1,0.0,0.0,902.4,0,54,0,0,1,0,0,Madera,93637,36.902954,-120.194274,28434,1,2576,Competitor,Competitor had better devices,4,3,0
1294,1820-TQVEV,0,0,1,5,1,49.43,0,1,2,53,0,0,0,0,0,0,1,0,0,1,0,72.332,69.55,0.0,0.0,49.43,0,27,1,0,0,0,0,Madera,93638,37.004068,-119.930027,49247,1,3042,Attitude,Attitude of support person,7,0,0
1295,2239-JALAW,0,0,58,2,1,44.5,1,1,3,52,0,1,1,0,1,1,1,1,1,1,0,107.38,6017.65,0.0,0.0,2581.0,0,20,1,0,0,0,0,Escondido,92027,33.141265,-116.967221,48690,1,6105,Competitor,Competitor made better offer,1,1,1
1296,4853-RULSV,0,0,70,1,1,12.19,1,1,2,46,1,0,0,1,1,1,1,0,2,1,1,108.16,7250.15,0.0,3335.0,853.3,0,25,1,0,0,0,0,Miramonte,93641,36.696759,-119.024051,571,1,4544,Attitude,Attitude of service provider,5,0,0
1297,6275-YDUVO,0,0,2,5,1,24.05,0,1,3,30,0,0,1,0,0,1,1,1,0,1,2,89.648,178.7,0.0,0.0,48.1,1,62,0,0,0,0,0,Orosi,93647,36.600185,-119.175655,9780,1,2969,Attitude,Attitude of service provider,2,0,3
1298,0115-TFERT,1,1,21,0,1,36.26,1,1,1,65,0,1,1,1,1,1,1,1,0,1,0,115.648,2317.1,0.0,150.61,761.46,0,24,1,0,1,0,0,Fresno,93650,36.841655,-119.797113,3258,1,4123,Attitude,Attitude of service provider,1,0,0
1299,2311-QYMUQ,1,1,16,0,1,31.73,0,1,2,28,0,1,1,0,1,0,0,0,0,1,1,93.028,1430.25,0.0,400.0,507.68,1,41,0,0,1,0,0,San Joaquin,93660,36.600193,-120.153393,4318,1,3696,Attitude,Attitude of support person,2,0,0
1300,3104-OWCGK,1,1,60,2,1,33.25,0,1,3,57,0,1,1,0,1,0,1,1,1,0,0,94.588,5453.4,0.0,0.0,1995.0,0,21,1,0,1,0,0,South Dos Palos,93665,36.959731,-120.653519,343,1,4111,Other,Moved,3,0,3
1301,9101-BWFSS,1,1,50,2,1,29.43,1,1,3,15,1,1,0,1,1,1,1,0,1,0,0,112.892,5610.7,0.0,842.0,1471.5,1,58,0,0,1,0,0,Tollhouse,93667,36.993666,-119.348267,2633,1,4274,Other,Moved,3,0,2
1302,6982-SSHFK,0,0,1,5,1,32.44,0,1,2,13,0,0,0,0,0,0,0,0,0,0,2,46.176,44.4,0.0,0.0,32.44,0,45,0,0,0,0,0,Fresno,93703,36.768774,-119.762633,31180,1,3522,Competitor,Competitor had better devices,2,2,0
1303,1038-ZAGBI,1,1,12,0,1,37.65,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,19.8,229.6,0.0,0.0,451.8,1,59,0,0,1,0,0,Fresno,93711,36.833002,-119.82947,36274,1,2653,Attitude,Attitude of support person,4,0,3
1304,3027-ZTDHO,0,0,1,5,1,32.85,0,1,3,58,0,0,0,0,1,1,1,0,0,1,0,93.496,89.9,0.0,0.0,32.85,0,21,1,0,0,0,0,Fresno,93721,36.732694,-119.783786,6848,1,5951,Other,Don't know,1,0,0
1305,2382-BCKQJ,0,0,62,2,1,32.58,1,1,3,16,0,0,1,0,1,1,1,0,1,1,0,104.156,6413.65,0.0,1026.0,2019.96,1,41,0,0,0,0,0,Escondido,92027,33.141265,-116.967221,48690,1,5600,Competitor,Competitor made better offer,5,0,0
1306,2207-NHRJK,0,0,1,5,1,1.28,0,1,2,30,0,1,0,0,0,0,0,0,0,0,0,52.832,50.8,0.0,0.0,1.28,0,58,0,0,0,0,0,Carmel,93923,36.460611,-121.852507,13121,1,3718,Competitor,Competitor had better devices,3,2,0
1307,9944-HKVVB,0,0,3,5,1,47.62,0,1,1,32,0,1,0,0,1,1,1,1,0,1,0,98.904,307.4,0.0,0.0,142.86,1,55,0,0,0,0,0,King City,93930,36.220761,-120.980777,14477,1,5861,Competitor,Competitor had better devices,2,1,0
1308,4124-MMETB,0,0,22,0,1,46.28,1,1,2,18,0,0,0,0,1,1,1,0,0,1,1,98.436,2104.55,0.0,379.0,1018.16,0,52,0,0,0,0,0,Lockwood,93932,35.989792,-121.055933,538,1,3665,Competitor,Competitor offered higher download speeds,4,0,2
1309,3671-SHRSP,1,1,4,5,1,14.3,0,1,3,2,0,0,1,1,0,0,0,0,0,1,2,83.824,319.15,0.0,6.0,57.2,0,46,0,0,1,0,0,Marina,93933,36.689582,-121.758398,21759,1,3080,Competitor,Competitor offered more data,0,0,0
1310,3313-QKNKB,0,0,59,2,1,6.91,1,1,1,57,0,0,0,0,0,1,1,0,1,0,0,88.972,5084.65,0.0,2898.0,407.69,0,24,1,0,1,0,0,Pebble Beach,93953,36.587497,-121.944815,4602,1,6304,Competitor,Competitor offered more data,4,1,0
1311,5073-WXOYN,0,0,60,2,0,0.0,0,1,2,6,0,1,0,0,1,1,1,0,0,1,0,52.832,3027.4,0.0,182.0,0.0,1,58,0,0,0,0,0,Belmont,94002,37.509366,-122.306132,25566,1,4941,Competitor,Competitor offered more data,0,0,0
1312,0207-MDKNV,0,0,15,0,1,22.39,0,1,2,8,1,0,1,1,1,1,1,0,0,0,0,109.304,1582.75,0.0,127.0,335.85,1,54,0,0,0,0,0,Daly City,94014,37.691561,-122.445202,47453,1,2122,Competitor,Competitor made better offer,5,0,0
1313,9851-KIELU,0,0,10,0,1,18.03,0,1,2,7,1,1,1,1,1,1,1,1,0,1,0,114.504,1043.3,0.0,7.3,180.3,0,53,0,0,0,0,0,Loma Mar,94021,37.266388,-122.26308,148,1,5803,Competitor,Competitor made better offer,5,1,1
1314,3908-BLSYF,0,0,6,0,1,25.93,0,1,2,26,0,0,1,0,0,1,1,0,0,0,0,87.256,497.55,0.0,129.0,155.58,1,40,0,0,0,0,0,Los Altos,94024,37.352911,-122.093002,21496,1,3962,Competitor,Competitor had better devices,0,0,0
1315,7549-MYGPK,1,3,63,2,1,8.98,1,1,2,18,1,1,1,0,1,0,0,0,0,1,0,104.572,6215.35,0.0,1119.0,565.74,1,48,0,0,1,0,0,Mountain View,94040,37.380662,-122.086022,32143,1,5413,Price,Price too high,0,0,0
1316,3804-RVTGV,1,6,50,2,1,42.21,1,1,1,15,0,1,1,0,1,1,1,0,0,1,0,108.004,5017.9,0.0,753.0,2110.5,0,55,0,0,1,0,0,Mountain View,94043,37.419725,-122.062947,27822,1,5812,Price,Price too high,6,0,2
1317,9227-LUNBG,0,0,1,0,0,0.0,0,1,3,13,0,0,0,0,0,0,0,0,0,0,0,25.584,24.6,0.0,0.0,0.0,1,39,0,0,0,0,0,Pescadero,94060,37.22565,-122.297533,2055,1,5768,Price,Price too high,1,0,0
1318,4315-MURBD,0,0,12,0,1,34.92,0,1,1,25,1,0,0,1,1,1,1,1,0,1,0,102.856,1120.95,0.0,28.02,419.04,1,64,0,0,0,0,0,San Bruno,94066,37.624436,-122.430661,39566,1,5559,Price,Price too high,5,1,1
1319,9734-YWGEX,0,0,9,0,1,38.76,1,1,3,90,0,0,1,0,1,1,1,0,0,0,1,102.232,923.5,0.0,831.0,348.84,1,27,1,0,0,0,0,South San Francisco,94080,37.654436,-122.426468,60599,1,2954,Price,Price too high,1,0,0
1320,2719-BDAQO,0,0,17,0,1,4.51,0,1,1,14,1,0,0,0,1,1,1,0,0,0,0,97.604,1625.65,0.0,228.0,76.67,0,36,0,0,0,0,0,Sunnyvale,94086,37.378541,-122.020456,64010,1,4940,Price,Price too high,1,0,0
1321,9625-QSTYE,0,0,13,0,1,3.84,0,1,2,4,0,1,1,0,0,0,0,0,0,1,0,84.396,952.3,0.0,38.0,49.92,1,37,0,0,0,0,0,San Francisco,94131,37.746699,-122.442833,27906,1,4806,Competitor,Competitor had better devices,2,3,0
1322,6400-BWQKW,0,0,6,0,1,19.74,1,1,1,30,1,0,0,0,0,0,0,0,0,1,0,82.212,434.5,0.0,130.0,118.44,1,51,0,0,0,0,0,San Mateo,94402,37.556634,-122.317723,23393,1,3263,Dissatisfaction,Network reliability,3,1,1
1323,6680-WKXRZ,0,0,3,0,1,23.82,1,1,1,26,0,0,0,0,0,0,0,0,0,0,0,77.376,215.8,0.0,56.0,71.46,1,32,0,0,0,0,0,Antioch,94509,37.980057,-121.801599,90891,1,2054,Other,Don't know,5,0,0
1324,9448-REEVD,1,1,1,0,1,32.08,0,1,1,80,0,0,0,0,0,0,1,0,0,0,1,46.488,44.7,0.0,0.0,32.08,0,21,1,0,1,0,0,Concord,94520,38.013825,-122.039144,36186,1,3700,Other,Don't know,2,0,0
1325,9117-SHLZX,0,0,1,0,1,10.41,0,1,3,19,0,0,0,0,0,0,0,0,0,1,2,47.528,45.7,0.0,0.0,10.41,0,36,0,0,0,0,0,Fremont,94538,37.505768,-121.962472,56126,1,3571,Dissatisfaction,Poor expertise of phone support,4,0,3
1326,4541-RMRLG,0,0,7,0,1,9.14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19.25,112.3,0.0,0.0,63.98,0,53,0,0,0,0,0,Hayward,94541,37.674002,-122.076796,60274,1,4489,Attitude,Attitude of support person,4,0,0
1327,3158-MOERK,0,0,2,0,1,48.34,1,1,1,31,0,0,0,0,1,1,1,0,0,1,0,99.84,174.8,0.0,54.0,96.68,1,57,0,0,0,0,0,Hayward,94545,37.62984,-122.120843,27311,1,3391,Competitor,Competitor offered more data,0,0,0
1328,7294-TMAOP,0,0,1,5,1,15.44,0,1,2,56,0,0,0,0,1,1,1,0,0,0,0,94.172,90.55,0.0,0.0,15.44,1,30,0,0,0,0,0,Castro Valley,94546,37.708327,-122.083473,41698,1,2627,Competitor,Competitor made better offer,5,0,2
1329,2834-JRTUA,0,0,71,1,1,49.42,1,1,3,58,1,0,1,1,1,1,1,0,2,1,0,112.372,7532.15,0.0,4369.0,3508.82,0,30,0,0,0,0,0,Martinez,94553,38.014457,-122.115432,46677,1,5200,Competitor,Competitor had better devices,4,1,1
1330,5875-YPQFJ,0,0,1,5,1,45.66,0,1,3,31,0,0,0,0,0,0,0,0,0,1,0,72.696,69.9,0.0,0.0,45.66,0,51,0,0,0,0,0,Fremont,94555,37.555473,-122.080312,33883,1,5367,Competitor,Competitor offered higher download speeds,2,0,3
1331,8603-IJWDN,0,0,1,5,1,5.43,1,1,1,20,0,0,0,0,0,1,1,0,0,1,0,90.064,86.6,0.0,0.0,5.43,0,41,0,0,0,0,0,Pinole,94564,37.996462,-122.293716,16717,1,5228,Competitor,Competitor offered higher download speeds,0,0,0
1332,3842-IYKUE,0,0,35,3,1,45.14,1,1,3,45,0,1,0,1,0,0,1,0,0,0,1,88.712,2917.5,23.89,1313.0,1579.9,1,28,1,0,0,0,0,San Leandro,94579,37.687264,-122.15728,19815,1,2455,Competitor,Competitor offered more data,6,2,2
1333,6641-XRPSU,0,0,34,3,1,4.66,0,1,3,23,0,0,0,0,0,0,0,0,0,1,1,72.8,2416.1,11.0,556.0,158.44,1,61,0,0,0,0,0,San Lorenzo,94580,37.676249,-122.132415,26240,1,2318,Competitor,Competitor offered more data,4,2,2
1334,8357-EQXFO,0,0,7,5,1,48.36,0,1,3,16,0,0,1,0,1,1,1,0,0,1,0,99.164,660.9,34.29,106.0,338.52,1,46,0,0,0,0,0,Union City,94587,37.59485,-122.051521,66472,1,3077,Competitor,Competitor made better offer,1,0,2
1335,9524-EGPJC,0,0,18,0,1,34.21,1,1,1,21,0,0,0,1,0,1,1,1,0,1,0,93.704,1612.75,48.26,0.0,615.78,1,33,0,0,0,0,0,Walnut Creek,94595,37.862128,-122.075197,18024,1,4260,Competitor,Competitor offered higher download speeds,3,1,1
1336,6993-OHLXR,0,0,2,0,1,30.73,0,1,3,43,0,0,0,0,0,0,1,0,0,0,0,71.708,119.75,0.0,51.0,61.46,1,26,1,0,0,0,0,Walnut Creek,94596,37.900662,-122.052782,40917,1,5225,Competitor,Competitor had better devices,2,2,0
1337,8818-XYFCQ,1,1,32,3,1,33.57,1,1,1,29,1,0,0,0,1,1,1,0,0,1,1,103.532,3204.65,35.82,929.0,1074.24,0,39,0,0,1,0,0,Walnut Creek,94598,37.916648,-122.008483,26022,1,5026,Competitor,Competitor made better offer,0,0,0
1338,4695-VADHF,1,1,18,0,1,2.86,0,1,2,24,0,0,1,0,0,1,1,1,0,0,0,59.748,990.85,15.73,0.0,51.48,0,53,0,0,1,0,0,Oakland,94606,37.792489,-122.244314,41876,1,2989,Competitor,Competitor had better devices,4,1,1
1339,3863-IUBJR,1,1,12,0,1,27.82,0,1,1,29,0,0,0,0,0,1,1,1,1,0,1,55.796,696.35,0.0,0.0,333.84,0,27,1,0,1,0,0,Oakland,94607,37.80707,-122.297401,21054,1,2595,Competitor,Competitor had better devices,2,1,0
1340,8436-BJUMM,1,1,26,3,1,35.9,1,1,2,29,0,0,0,0,1,0,0,0,0,1,0,87.1,2070.6,0.0,600.0,933.4,0,62,0,0,1,0,0,Albany,94706,37.890274,-122.295192,15882,1,2404,Competitor,Competitor offered higher download speeds,1,1,0
1341,9948-YPTDG,1,1,38,0,1,35.61,0,1,3,14,1,1,0,0,0,0,0,0,0,1,0,82.628,3013.05,9.36,422.0,1353.18,0,44,0,0,1,0,0,San Rafael,94903,38.018065,-122.546024,28403,1,2405,Competitor,Competitor offered more data,4,1,0
1342,4883-QICIH,1,1,32,0,1,5.99,0,1,3,6,0,0,0,0,0,0,0,1,0,1,0,72.54,2347.9,19.67,0.0,191.68,0,37,0,0,1,0,0,Bodega Bay,94923,38.377165,-123.037957,1785,1,2356,Other,Don't know,3,0,2
1343,8329-IBCTI,0,0,1,5,1,6.08,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,19.65,19.65,0.0,0.0,6.08,1,50,0,0,0,0,0,Cotati,94931,38.326215,-122.718742,7936,1,5881,Competitor,Competitor made better offer,0,0,0
1344,5669-SRAIP,0,0,5,5,0,0.0,0,1,3,2,0,0,1,0,0,1,1,0,0,0,0,41.08,210.75,39.27,4.0,0.0,1,55,0,0,0,0,0,Larkspur,94939,37.937082,-122.532369,6773,1,2863,Competitor,Competitor offered higher download speeds,4,0,2
1345,5981-ITEMU,1,1,40,2,1,16.33,1,1,2,25,0,0,0,0,1,1,1,0,0,1,0,100.984,3706.95,41.85,927.0,653.2,0,58,0,0,1,0,0,Marshall,94940,38.129308,-122.834815,406,1,3099,Competitor,Competitor offered more data,2,0,0
1346,6941-PMGEP,0,0,5,5,1,43.99,0,1,2,46,0,0,0,0,0,1,1,1,0,1,0,83.2,412.5,40.0,0.0,219.95,1,26,1,0,0,0,0,Novato,94945,38.135897,-122.563683,16429,1,3937,Competitor,Competitor made better offer,0,0,0
1347,1624-WOIWJ,0,0,10,0,1,45.69,0,1,3,20,1,0,0,0,1,0,0,0,0,1,2,88.088,832.05,12.81,166.0,456.9,1,40,0,0,0,0,0,Nicasio,94946,38.065359,-122.665566,607,1,5686,Competitor,Competitor had better devices,0,0,0
1348,2074-GKOWZ,1,1,2,5,1,8.86,0,1,1,25,0,0,0,0,1,1,1,0,0,1,0,93.132,185.55,0.0,46.0,17.72,0,49,0,0,1,0,0,Novato,94947,38.112166,-122.634384,24741,1,3851,Competitor,Competitor had better devices,1,1,1
1349,0376-YMCJC,0,0,23,0,1,38.69,1,1,3,76,0,0,0,1,1,0,1,0,0,1,0,94.224,1943.2,4.73,1477.0,889.87,0,21,1,0,0,0,0,Novato,94949,38.067204,-122.524004,13361,1,4359,Competitor,Competitor offered higher download speeds,3,0,0
1350,0634-SZPQA,0,0,23,0,1,3.55,1,1,1,4,1,0,0,0,1,0,0,0,0,1,0,93.652,2169.8,27.38,87.0,81.65,1,64,0,0,0,0,0,San Anselmo,94960,37.99272,-122.575026,16849,1,4650,Competitor,Competitor offered higher download speeds,2,0,0
1351,5536-RTPWK,1,1,49,2,1,20.48,1,1,1,24,0,1,0,0,1,1,1,0,0,1,0,103.012,4853.75,14.24,1165.0,1003.52,0,54,0,0,1,0,0,Sausalito,94965,37.848641,-122.515692,11213,1,5157,Competitor,Competitor offered higher download speeds,0,0,0
1352,6166-ILMNY,0,0,2,0,1,26.44,0,1,3,26,0,0,0,0,0,0,0,1,0,0,0,72.54,144.55,0.0,3.76,52.88,1,46,0,0,0,0,0,Tomales,94971,38.240769,-122.901041,384,1,5667,Competitor,Competitor had better devices,2,4,1
1353,3097-NNSPB,0,0,2,5,1,14.7,0,1,1,14,0,1,0,0,0,0,0,0,0,1,1,51.012,91.1,0.0,13.0,29.4,1,42,0,0,0,0,0,Valley Ford,94972,38.339996,-122.935056,66,1,2960,Competitor,Competitor had better devices,1,2,0
1354,0655-RBDUG,0,0,7,5,1,9.25,1,1,3,32,0,0,1,0,1,1,1,0,0,1,0,101.972,713.0,0.0,228.0,64.75,0,32,0,0,0,0,0,Alviso,95002,37.449537,-121.994813,2147,1,2561,Competitor,Competitor had better devices,3,1,1
1355,4361-BKAXE,0,0,41,2,1,21.56,1,1,2,65,1,1,1,1,1,1,1,0,0,1,0,119.08,4527.45,0.0,2943.0,883.96,1,23,1,0,0,0,0,Boulder Creek,95006,37.171727,-122.142961,10520,1,3038,Competitor,Competitor made better offer,4,0,1
1356,9878-TNQGW,0,0,2,5,1,17.33,0,1,1,15,0,0,0,0,0,1,1,0,0,1,0,84.188,171.15,0.0,26.0,34.66,0,51,0,0,0,0,0,Davenport,95017,37.114335,-122.237162,857,1,3533,Competitor,Competitor made better offer,0,0,0
1357,4607-CHPCA,1,1,25,0,1,35.27,0,1,1,4,0,0,0,0,1,1,1,0,1,1,0,94.016,2178.6,0.0,87.0,881.75,0,63,0,0,1,0,0,San Martin,95046,37.084697,-121.606417,5671,1,5801,Competitor,Competitor made better offer,0,0,0
1358,8824-RWFXJ,1,1,3,5,1,29.29,0,1,1,57,0,1,1,0,0,0,1,0,0,1,2,58.396,168.15,0.0,96.0,87.87,0,21,1,0,1,0,0,Santa Cruz,95062,36.974575,-121.991149,36631,1,2539,Competitor,Competitor had better devices,1,2,0
1359,9763-PDTKK,0,0,4,5,1,39.68,0,1,1,20,1,0,1,1,0,1,1,0,0,1,0,98.176,387.2,0.0,77.0,158.72,1,59,0,0,0,0,0,San Jose,95112,37.343827,-121.883119,52334,1,4249,Competitor,Competitor had better devices,0,0,0
1360,7627-JKIAZ,0,0,37,0,1,37.49,1,1,3,32,0,0,1,0,0,0,0,1,0,1,1,82.108,2839.65,0.0,0.0,1387.13,1,62,0,0,1,0,0,San Jose,95116,37.350284,-121.852855,51706,1,3982,Competitor,Competitor offered higher download speeds,2,0,0
1361,4081-DYXAV,0,0,19,0,0,0.0,0,1,3,53,0,0,0,0,1,1,1,0,1,1,1,46.644,893.55,0.0,474.0,0.0,1,27,1,0,0,0,0,San Jose,95125,37.294926,-121.894763,46185,1,5182,Competitor,Competitor offered higher download speeds,2,0,3
1362,0927-LCSMG,0,0,7,5,1,21.58,0,1,3,78,0,0,1,0,0,0,1,0,0,0,2,77.636,544.55,0.0,425.0,151.06,0,23,1,0,0,0,0,San Jose,95129,37.305622,-122.000887,37570,1,3331,Competitor,Competitor offered more data,2,0,0
1363,8257-RZAHR,1,1,14,4,1,20.4,1,1,1,33,1,0,0,0,1,0,0,1,0,1,0,67.288,941.0,0.0,0.0,285.6,1,51,0,0,1,0,0,San Jose,95134,37.42765,-121.945416,9657,1,4049,Competitor,Competitor offered more data,4,1,1
1364,0841-NULXI,0,0,1,0,0,0.0,0,1,1,29,0,0,0,0,0,1,1,1,0,1,0,36.972,35.55,0.0,0.0,0.0,0,38,0,0,0,0,0,Stockton,95209,38.044523,-121.348048,30814,1,3958,Other,Don't know,2,1,0
1365,7851-WZEKY,0,0,2,5,1,38.51,1,1,1,28,0,0,0,0,1,1,1,0,0,1,0,98.956,196.9,0.0,55.0,77.02,1,32,0,0,0,0,0,Stockton,95219,38.029729,-121.387999,19109,1,2414,Competitor,Competitor made better offer,3,0,0
1366,8844-TONUD,1,4,13,4,1,45.6,0,1,2,12,0,0,1,0,1,1,1,1,0,1,2,100.516,1162.85,0.0,13.95,592.8,0,54,0,0,1,0,0,Acampo,95220,38.200231,-121.235034,6317,1,5295,Competitor,Competitor had better devices,1,1,0
1367,5868-CZJDR,0,0,1,5,0,0.0,0,1,2,7,0,1,0,0,0,0,0,0,0,1,2,32.604,31.35,0.0,0.0,0.0,0,41,0,0,0,0,0,Linden,95236,38.047746,-121.030499,3148,1,3605,Attitude,Attitude of service provider,2,0,2
